,COP,AXP,RTN,BA,AAPL,PEP,NAV,GSK,MSFT,KMB,R,SAP,GS,CL,WAG,WMT,GE,SNE,PFE,AMZN,MAR,NVS,KO,MMM,CMCSA,SNY,IBM,CVX,WFC,DD,CVS,TOT,CAT,CAJ,BAC,AIG,TWX,HD,TXN,KFT,VLO,F,CVC,TM,PG,LMT,K,HMC,GD,HPQ,DELL,MTU,XRX,YHOO,XOM,JPM,MCD,CSCO,NOC,UN
2011-01-12,46.27,43.31,44.78,65.56,333.02,61.39,62.88,33.4,26.25,57.54,48.27,48.5,164.76,36.42,38.26,51.15,17.03,36.4,16.42,184.08,36.94,51.01,28.97,82.3,21.38,29.63,141.45,83.94,29.77,44.45,33.3,46.56,87.54,50.51,14.81,48.25,31.3,32.42,31.38,29.77,21.19,17.89,22.05,84.44,59.04,65.09,46.52,40.11,65.71,42.91,13.92,5.55,10.84,16.65,71.02,41.38,67.03,19.89,54.94,27.22
2011-01-13,45.31,43.36,44.94,65.26,334.24,61.56,62.8,33.27,25.92,57.29,48.02,51.72,164.67,36.37,38.67,51.09,16.96,35.62,16.28,185.53,37.22,50.43,29.13,81.72,21.39,30.27,141.18,83.69,29.66,44.71,33.35,47.43,88.15,50.94,14.59,47.25,31.21,32.83,31.21,29.72,21.61,17.86,21.82,85.39,59.5,64.74,46.87,40.42,66.28,42.92,13.71,5.55,10.65,16.75,71.14,41.14,66.18,19.85,54.61,27.23
2011-01-14,45.62,44.51,45.61,65.48,336.95,61.44,63.1,33.53,26.02,57.33,47.94,50.8,167.96,36.37,38.48,51.11,17.16,35.88,16.39,188.75,37.91,50.24,29.01,81.78,21.56,30.2,142.3,84.28,30.46,45.08,33.56,48.35,88.03,51.48,15.07,44.61,30.78,33.41,31.74,29.62,21.56,17.83,22.1,85.96,59.55,65.32,46.42,40.74,66.65,43.49,13.59,5.55,10.93,16.81,72.19,41.57,67.45,19.97,55.19,27.43
2011-01-18,45.87,44.63,46.17,67.73,329.38,61.25,62.78,32.67,26.35,57.54,47.53,51.56,167.65,36.41,38.97,51.42,16.96,35.87,16.43,191.25,37.47,50.82,29.17,81.81,21.61,29.94,142.92,84.76,30.22,44.99,33.62,48.34,90.53,50.86,14.82,43.93,30.49,33.53,32.49,29.35,22.06,17.88,22.2,85.18,59.52,67.11,46.54,40.26,67.16,43.57,13.64,5.53,11.0,16.5,72.99,41.42,68.01,19.98,56.91,27.37
2011-01-19,45.65,43.54,46.47,67.03,327.63,60.63,60.68,32.52,26.18,57.7,47.1,51.55,159.79,36.69,38.33,51.32,16.72,35.94,16.37,186.87,36.97,50.47,29.14,81.65,21.92,29.98,147.7,84.41,29.59,44.25,33.13,48.21,89.88,50.64,14.2,42.15,30.1,33.16,31.85,29.47,21.38,17.12,22.03,84.0,59.82,68.09,46.46,40.1,67.11,43.55,13.33,5.54,10.85,16.31,72.56,40.46,68.62,19.61,56.59,27.44
2011-01-20,45.27,43.57,47.52,66.46,321.67,60.63,59.67,31.7,26.07,58.14,46.37,51.56,159.02,36.69,38.64,52.21,16.81,35.43,16.3,181.96,36.32,49.74,28.91,81.72,22.07,29.96,147.8,84.17,29.66,43.56,33.9,48.36,88.07,49.8,14.37,43.01,30.07,33.97,31.61,29.52,20.78,17.0,22.3,83.36,60.23,69.55,47.03,40.35,67.83,43.98,13.16,5.47,10.49,16.23,72.1,41.42,68.45,19.56,57.45,27.36
2011-01-21,45.58,44.27,47.32,66.99,315.91,60.6,59.74,31.96,25.76,57.91,46.13,51.59,159.51,36.94,38.71,51.97,18.0,34.22,16.41,177.42,36.03,49.89,28.84,82.88,22.33,30.36,147.52,85.15,30.24,43.77,34.0,49.13,87.26,49.34,14.08,42.83,30.46,33.98,31.61,29.63,20.82,17.16,22.35,82.01,60.34,69.46,47.28,40.24,67.38,44.41,13.03,5.35,10.48,15.97,73.24,41.92,68.31,19.52,57.08,27.94
2011-01-24,45.87,44.07,47.02,67.97,326.28,60.89,59.83,32.39,26.1,57.63,46.26,52.62,159.61,37.33,38.53,52.27,18.28,34.85,16.49,176.85,36.43,50.85,29.06,83.84,22.39,30.58,151.44,85.44,30.42,44.26,33.6,49.77,88.97,49.98,13.75,41.78,30.42,34.11,32.3,29.71,21.06,17.15,22.5,83.5,60.95,68.42,47.19,41.3,67.17,44.71,13.27,5.34,10.56,16.09,72.88,41.67,68.65,19.93,56.57,28.13
2011-01-25,45.45,43.11,47.48,67.51,330.1,60.51,63.09,31.97,26.16,59.1,45.6,52.27,155.46,37.46,38.3,53.4,18.22,35.15,16.51,176.7,36.08,51.11,28.93,82.15,22.15,30.49,153.15,85.42,30.42,44.39,33.76,49.68,88.8,50.06,13.47,41.19,30.21,34.59,31.68,29.47,20.99,17.11,22.49,83.86,61.06,69.33,47.08,41.9,68.49,44.27,13.29,5.49,10.72,16.02,72.97,41.53,68.74,20.28,57.06,27.45
2011-01-26,46.65,42.79,46.83,65.44,332.47,60.59,64.93,32.09,26.46,58.67,46.11,53.51,154.82,37.41,38.34,53.45,18.17,34.93,16.41,175.39,35.88,51.24,28.93,83.14,22.13,30.94,152.78,85.93,30.18,45.55,34.18,49.95,90.08,50.07,13.39,41.44,30.01,34.83,32.0,29.33,21.83,17.57,22.52,82.29,60.52,68.73,46.87,42.34,68.92,44.08,13.32,5.42,9.9,15.57,73.87,41.63,68.46,20.17,56.49,27.29
2011-01-27,46.74,42.86,46.41,65.94,331.85,60.32,64.98,32.05,26.55,58.67,46.07,54.36,157.43,36.19,38.14,53.69,18.5,35.37,16.52,184.45,36.38,49.77,28.81,82.79,22.12,30.99,152.8,86.03,30.23,45.51,34.29,50.37,90.91,50.85,13.51,41.8,30.01,35.35,32.41,28.87,21.89,17.97,22.69,83.53,58.75,69.36,46.28,43.32,70.36,43.95,13.0,5.4,10.15,16.2,74.08,41.74,67.71,20.19,56.83,27.13
2011-01-28,47.53,42.21,44.9,64.7,324.98,59.25,63.52,31.15,25.52,58.31,44.49,54.24,155.26,36.0,37.48,52.88,18.42,34.78,16.22,171.14,34.93,49.45,28.58,81.16,21.67,29.32,151.04,84.77,29.62,45.52,33.41,48.93,90.01,48.78,13.44,40.1,29.47,34.16,32.07,28.86,21.7,15.56,22.23,81.36,58.77,68.57,45.95,42.23,68.45,42.79,12.72,5.2,9.92,15.83,73.25,41.23,66.74,19.71,55.48,26.32
2011-01-31,48.14,41.75,45.36,64.93,328.09,59.17,64.85,31.09,25.5,58.31,44.82,54.87,157.04,35.9,37.55,52.29,18.37,34.34,16.28,169.64,35.74,49.4,28.88,81.61,21.59,30.25,153.69,86.19,30.16,45.88,32.84,49.75,91.27,49.16,13.57,40.19,29.22,34.23,31.73,28.9,21.88,15.25,22.1,82.18,57.79,69.79,45.78,43.54,69.63,42.96,12.73,5.2,9.99,16.12,74.82,41.6,67.09,19.92,56.89,26.59
2011-02-01,48.3,41.96,45.83,65.69,333.61,59.85,63.57,31.99,25.74,58.12,46.13,55.87,158.68,35.87,39.22,52.53,18.97,34.74,17.18,172.11,36.53,50.08,28.97,81.49,22.2,31.15,155.17,87.36,31.1,46.76,33.56,51.67,92.21,49.06,14.14,40.89,30.01,34.43,32.75,28.99,22.49,15.19,22.65,83.29,57.6,70.66,45.69,43.87,70.21,43.74,13.01,5.2,10.23,16.38,77.82,42.51,66.91,20.22,57.69,27.06
2011-02-02,48.57,42.08,45.47,66.35,332.93,59.48,61.31,31.64,25.69,57.63,45.43,56.06,158.41,35.56,38.97,52.09,18.89,34.79,17.12,173.53,36.37,50.05,28.88,81.45,21.89,30.77,154.92,87.6,30.48,46.94,33.27,51.39,93.22,48.87,14.07,41.0,32.61,34.03,32.87,28.89,22.81,14.73,22.57,85.0,57.48,71.08,45.83,43.76,70.25,44.09,13.27,5.36,10.21,16.57,77.35,42.07,67.06,20.36,57.37,27.29
2011-02-03,48.52,41.89,45.29,66.33,332.07,59.05,63.49,32.52,25.42,58.39,47.3,55.43,158.01,35.5,39.29,52.15,18.93,36.46,17.31,173.71,36.23,50.2,28.75,81.64,22.02,30.18,155.14,88.35,30.51,47.01,31.61,50.59,93.07,49.08,14.26,40.42,33.47,34.16,32.75,29.06,22.53,15.07,23.1,84.68,57.58,70.78,47.8,43.54,69.87,44.49,13.35,5.4,10.26,16.69,77.38,42.08,67.24,20.63,57.29,27.04
2011-02-04,48.28,42.17,45.55,66.71,335.03,58.73,63.88,32.52,25.53,58.56,46.97,55.83,158.2,35.65,39.35,52.25,18.75,35.63,17.43,175.93,36.2,49.89,28.74,81.95,22.08,30.24,155.58,88.17,30.52,47.55,31.37,50.16,93.69,48.53,14.12,39.84,33.37,34.25,33.17,29.48,22.89,15.03,23.53,84.75,58.23,70.77,48.62,43.21,69.83,44.59,13.44,5.37,10.21,16.79,77.23,41.27,67.44,20.76,57.11,26.78
2011-02-07,48.69,43.13,46.42,67.22,340.24,58.59,64.75,33.48,25.93,58.5,46.65,55.98,160.4,35.67,39.29,52.29,19.03,34.97,17.2,176.43,36.16,50.06,28.73,82.42,22.34,30.42,156.36,88.67,31.04,48.28,31.62,50.0,94.52,48.07,14.5,42.01,33.54,34.07,33.0,29.18,23.56,15.41,23.55,85.13,59.09,71.48,48.46,42.98,70.59,45.26,13.53,5.45,10.23,16.8,77.83,42.11,66.89,20.74,57.75,26.81
2011-02-08,48.5,44.15,46.79,67.95,343.45,59.04,65.39,33.36,26.0,58.62,46.42,56.27,161.77,36.73,39.73,52.58,19.41,35.24,17.3,183.06,35.97,49.57,28.89,83.05,22.45,30.75,158.15,88.74,31.77,48.62,31.97,50.46,94.65,47.9,14.44,42.2,33.81,34.59,33.02,29.42,24.16,15.53,23.61,88.57,59.17,71.37,48.5,43.79,71.89,45.26,13.42,5.52,10.21,16.6,77.36,42.34,68.63,20.71,58.36,26.88
2011-02-09,47.6,44.0,46.73,68.27,346.31,59.27,64.07,33.26,25.72,58.63,45.98,56.25,159.33,36.62,39.62,52.9,19.44,35.05,17.2,185.3,35.93,49.7,29.02,84.26,22.33,30.5,156.82,87.38,30.86,48.73,31.99,50.09,93.88,47.86,14.47,40.94,34.31,34.6,32.85,29.53,23.6,15.39,24.25,89.63,58.94,72.13,48.33,43.55,71.93,46.01,13.46,5.49,10.24,16.43,76.96,41.75,69.15,20.75,59.0,27.1
2011-02-10,47.21,44.82,46.46,68.3,342.81,58.29,64.59,33.15,25.29,58.54,46.43,56.29,158.69,36.35,39.54,51.84,19.4,34.83,17.19,186.21,36.2,49.3,29.2,83.97,22.56,30.27,156.29,87.8,30.74,49.18,31.65,50.07,94.64,47.78,14.32,41.11,33.79,34.73,32.93,29.41,24.23,15.25,24.36,88.82,59.12,71.8,48.06,42.71,71.34,45.64,13.4,5.43,10.2,16.62,77.56,42.14,68.99,17.82,58.42,27.01
2011-02-11,48.22,44.99,46.35,67.81,345.04,58.76,65.23,32.82,25.06,59.32,45.97,57.02,159.95,36.9,39.54,51.93,19.45,34.9,17.01,189.25,37.3,49.47,29.21,85.21,22.77,29.76,156.06,87.57,31.45,49.78,31.71,49.79,97.41,47.98,14.59,41.46,33.94,34.89,33.34,28.98,24.13,15.66,24.61,90.05,59.25,71.63,48.32,42.93,71.52,45.73,13.51,5.46,10.32,16.85,77.21,43.1,69.34,17.61,57.89,26.78
2011-02-14,49.69,44.77,46.15,67.92,347.29,58.27,65.56,33.25,25.04,58.61,45.65,57.04,160.78,36.95,39.16,51.1,19.61,35.0,17.2,190.42,37.1,49.41,29.01,85.3,22.65,29.75,155.46,88.69,31.55,49.73,31.46,49.78,97.15,47.86,14.71,41.13,33.67,34.98,33.53,28.82,25.14,15.39,24.63,92.81,59.08,70.95,48.67,43.8,70.98,45.42,13.63,5.57,10.37,16.89,79.16,43.08,69.43,17.71,56.4,26.59
2011-02-15,49.51,44.45,46.09,67.11,347.99,59.2,64.76,33.27,24.94,58.52,45.14,56.2,161.15,36.59,39.32,51.24,19.57,34.67,17.2,189.03,37.52,49.4,29.03,85.4,22.92,30.32,155.09,88.13,31.37,49.35,31.67,49.7,96.9,46.97,14.59,40.88,34.08,35.08,33.66,28.99,24.59,15.4,24.44,92.97,58.51,71.44,48.24,43.99,71.68,45.12,13.46,5.52,10.41,17.2,77.35,43.34,69.35,17.58,56.76,26.58
2011-02-16,50.49,45.1,46.23,68.13,351.11,58.84,65.23,33.38,24.99,58.61,45.91,57.29,162.02,36.73,39.34,50.87,19.55,35.82,17.41,186.62,37.47,49.73,29.13,86.22,23.84,30.72,155.63,88.42,31.02,49.86,31.41,49.99,97.42,47.41,14.66,41.11,34.65,35.24,33.74,29.11,25.22,15.35,24.0,93.68,58.37,71.27,48.17,44.25,71.15,46.06,15.05,5.59,10.69,17.76,78.02,44.37,69.23,17.5,56.27,26.72
2011-02-17,51.32,44.06,46.73,67.9,346.44,59.52,64.34,33.52,25.17,58.89,46.38,57.39,160.43,36.66,39.73,51.06,19.63,36.34,17.49,187.76,37.07,50.48,29.66,86.59,23.93,30.74,156.43,88.89,30.69,50.7,31.46,50.34,97.24,49.29,14.63,41.89,35.0,35.54,34.14,29.15,26.18,15.27,24.46,93.45,58.59,71.81,48.24,44.37,71.38,45.71,14.84,5.64,10.69,17.77,78.2,44.26,69.19,17.59,56.56,26.97
2011-02-18,52.07,43.82,47.33,68.65,338.96,58.34,63.64,34.04,25.03,59.15,46.31,57.15,161.28,36.67,39.85,51.64,19.55,36.41,17.33,186.5,37.03,50.68,29.66,86.81,24.36,30.55,157.0,90.31,30.41,51.06,31.74,50.57,99.59,49.22,14.57,41.34,35.47,35.82,33.91,29.22,25.43,15.08,24.57,93.2,58.86,71.73,48.25,44.49,72.13,45.76,14.93,5.61,10.65,17.66,78.78,44.43,69.33,17.75,56.74,27.1
2011-02-22,52.06,42.62,46.63,66.67,327.4,58.1,61.64,33.1,24.59,58.61,44.85,56.14,156.38,36.75,39.33,50.05,18.99,36.16,17.06,180.42,35.32,50.35,29.3,85.91,23.84,29.52,154.25,91.77,29.23,49.6,31.4,49.35,95.97,47.95,14.01,39.91,35.02,35.45,33.46,29.75,24.35,14.56,24.02,90.69,58.65,70.3,48.41,42.79,70.38,45.35,14.66,5.42,10.22,16.91,79.65,42.59,68.94,17.51,55.46,26.97
2011-02-23,53.39,41.81,46.13,66.01,331.28,57.9,60.54,33.23,24.59,58.74,43.93,56.02,156.53,36.65,38.45,49.45,18.58,35.83,16.94,176.68,34.74,50.63,29.37,84.29,23.61,29.78,152.56,93.55,29.34,48.99,30.96,50.09,94.1,47.8,14.0,39.84,34.85,34.72,33.13,29.94,23.99,14.21,23.68,90.17,58.72,70.27,48.65,42.68,69.67,40.98,14.62,5.39,10.05,16.58,81.17,42.54,68.47,17.33,54.94,27.08
2011-02-24,52.52,41.92,46.18,66.51,331.53,57.99,60.03,33.15,24.76,58.39,43.91,56.16,156.86,36.31,38.53,48.58,18.9,35.74,17.07,177.75,34.89,50.58,29.35,84.07,23.66,30.02,153.12,93.33,29.29,48.38,31.21,50.62,94.62,47.65,13.8,40.27,34.98,34.57,33.16,30.04,23.17,14.06,23.83,90.1,57.72,70.34,48.33,42.65,70.28,39.65,14.56,5.42,9.98,16.37,80.15,42.49,68.49,17.29,55.39,27.01
2011-02-25,52.52,41.89,46.5,67.96,336.64,58.51,61.15,33.28,24.56,58.63,44.49,56.57,158.48,36.53,39.14,48.26,19.12,36.48,17.03,177.24,35.65,50.95,29.55,84.28,23.97,30.05,154.56,93.4,30.18,49.32,31.63,51.03,95.96,47.89,14.03,38.38,35.43,34.51,33.34,29.97,24.69,14.41,24.23,91.75,57.52,70.9,48.74,43.37,70.12,40.13,14.64,5.5,10.08,16.5,79.56,43.21,68.35,17.55,54.97,27.36
2011-02-28,52.92,41.93,46.47,67.69,341.52,58.35,61.98,33.57,24.58,59.36,44.83,57.24,157.52,36.72,40.41,48.47,19.21,36.84,17.38,173.29,35.56,51.89,29.37,86.13,24.44,30.4,154.18,94.91,30.05,50.05,31.74,51.89,96.84,48.28,14.12,36.91,35.71,34.88,33.33,30.1,24.36,14.39,24.15,93.3,57.72,70.06,49.12,43.69,70.29,41.02,15.31,5.53,10.11,16.4,79.74,43.22,69.48,17.48,55.13,27.4
2011-03-01,52.89,41.53,45.92,65.91,337.75,58.15,59.94,33.18,24.2,58.98,43.58,56.7,155.15,36.3,39.84,48.56,18.6,36.27,17.29,169.44,34.41,52.61,29.82,84.47,23.99,30.96,152.36,94.13,29.48,48.54,31.78,50.41,93.95,47.69,13.76,36.55,35.14,34.22,32.75,29.82,23.32,14.02,23.62,92.84,57.43,70.03,48.6,43.5,69.32,40.35,14.9,5.6,9.99,16.1,79.05,42.21,68.76,17.48,54.45,27.23
2011-03-02,53.18,41.4,46.3,65.39,340.47,58.35,59.8,33.09,24.12,58.69,43.92,57.28,155.51,36.15,39.02,48.46,18.66,36.19,17.33,172.02,34.49,52.98,29.6,85.28,23.79,31.17,152.54,94.65,29.39,48.4,31.46,50.85,94.99,47.71,13.68,37.15,34.81,34.12,33.82,29.76,23.25,14.02,23.89,91.53,57.13,70.33,48.76,43.17,69.36,40.66,14.94,5.5,9.91,16.63,79.32,41.85,68.58,17.42,54.93,27.31
2011-03-03,54.06,42.63,47.27,67.4,347.66,59.1,61.06,33.38,24.23,59.4,45.63,58.44,158.21,36.51,39.66,48.5,19.06,36.36,17.85,172.79,35.13,52.72,30.13,86.67,24.45,31.82,155.7,95.31,30.19,49.76,32.14,52.04,98.08,47.65,14.11,37.36,35.45,34.95,34.21,30.07,25.05,14.11,24.34,92.19,57.26,71.5,49.5,43.79,71.71,40.62,15.22,5.52,10.04,16.86,80.01,42.65,70.0,17.45,55.81,27.6
2011-03-04,54.35,42.08,46.93,67.49,348.09,58.78,61.31,33.45,24.0,58.98,45.05,58.23,154.85,36.24,39.38,48.56,18.71,35.95,17.76,171.67,34.47,52.62,29.96,86.09,24.24,31.24,154.13,94.91,29.73,49.14,31.7,52.14,96.94,47.54,13.96,37.24,34.82,34.64,33.94,29.85,24.78,13.79,23.81,90.99,56.78,70.67,49.83,43.0,70.48,40.06,15.09,5.46,9.87,17.08,79.32,42.13,69.81,17.33,55.14,27.72
2011-03-07,53.82,42.07,46.36,66.62,343.6,58.84,60.86,33.24,23.79,58.54,44.08,57.84,153.07,36.26,39.02,48.51,18.72,35.16,17.71,169.08,34.42,51.82,29.97,86.28,24.12,31.04,152.32,94.23,29.55,48.58,31.52,51.46,96.08,46.5,13.87,36.95,34.38,34.32,33.2,29.61,24.06,13.4,23.51,89.02,56.49,70.19,49.68,41.6,69.67,39.47,14.89,5.37,9.77,16.7,78.98,41.83,70.04,17.14,54.39,27.54
2011-03-08,53.23,43.54,47.38,67.71,343.99,59.14,60.86,33.18,23.97,58.82,45.42,56.99,155.14,36.56,39.53,48.9,18.95,35.32,17.77,166.89,35.34,51.16,30.16,87.54,24.25,30.9,154.56,94.93,30.28,49.49,32.03,51.27,97.96,46.75,14.53,37.16,34.06,34.71,33.56,29.73,23.5,13.84,23.66,89.99,56.8,71.05,50.02,41.77,70.7,39.87,15.02,5.37,9.94,16.94,78.87,42.95,69.36,17.16,55.3,27.56
2011-03-09,53.03,43.36,47.65,67.76,340.81,59.93,63.09,33.54,23.95,58.96,45.33,56.59,156.15,36.94,39.73,49.46,18.95,34.99,17.76,169.05,35.56,50.82,30.15,87.0,24.01,30.87,157.97,93.43,30.55,48.99,32.71,50.89,96.3,46.36,14.43,36.96,34.15,35.3,32.51,29.93,23.95,13.66,23.34,89.54,56.76,71.23,50.35,41.46,71.09,39.54,14.93,5.38,9.86,17.65,78.66,43.09,69.58,17.06,55.64,27.78
2011-03-10,51.09,42.36,47.09,67.01,335.2,59.73,63.74,33.38,23.5,59.08,44.5,56.36,154.15,36.93,39.13,49.44,18.46,34.26,17.48,166.14,34.91,50.41,30.0,84.05,23.45,30.77,154.31,90.63,29.87,47.97,32.67,49.52,92.56,46.03,14.1,36.33,33.36,34.74,32.05,29.77,22.75,13.45,23.07,87.52,56.29,69.96,50.35,40.73,69.58,39.0,14.74,5.24,9.72,17.06,75.87,42.14,70.4,16.87,54.82,27.56
2011-03-11,51.85,42.61,47.31,67.34,340.34,59.93,64.39,33.68,23.75,58.87,44.85,55.98,154.54,37.02,39.1,49.39,18.7,33.45,17.58,168.07,34.6,50.56,29.99,85.55,23.67,30.36,154.7,91.41,30.16,48.25,32.65,49.8,94.1,45.52,14.22,37.2,33.96,34.81,32.18,29.96,24.19,13.73,23.22,85.65,56.29,71.22,50.48,39.74,70.3,39.24,14.78,5.1,9.78,17.42,76.56,42.34,70.45,16.9,54.65,27.51
2011-03-14,51.54,42.26,46.77,66.49,341.86,59.46,63.65,33.54,23.76,58.61,44.24,55.71,152.38,36.6,38.78,49.13,18.29,31.08,17.89,166.73,34.4,49.98,29.59,85.0,23.24,29.98,153.71,92.21,29.9,48.36,32.18,49.55,96.05,43.61,14.07,37.35,33.91,34.38,32.34,29.64,24.97,13.67,22.97,81.73,56.16,71.22,50.02,38.17,69.7,39.08,14.48,4.88,9.72,17.31,76.8,41.93,69.48,16.81,54.83,27.41
2011-03-15,50.96,42.0,46.33,65.51,334.0,58.41,63.98,32.7,23.48,58.07,44.83,53.59,151.24,36.13,38.3,48.89,18.01,30.9,17.85,165.08,33.96,49.49,29.17,83.58,22.92,28.95,151.46,92.6,30.06,47.79,31.81,48.23,94.78,45.73,13.8,36.63,33.46,34.01,31.73,29.42,24.13,14.03,22.88,81.39,55.53,70.52,49.59,39.03,69.1,38.56,14.22,4.83,9.58,16.33,75.88,41.29,68.97,16.38,54.67,26.82
2011-03-16,50.11,40.77,45.16,63.63,319.09,57.76,63.59,31.82,22.93,57.6,44.21,51.88,148.48,35.85,37.87,48.25,17.4,29.88,17.43,164.7,33.54,48.64,28.51,81.76,22.24,28.14,145.72,91.03,29.09,47.0,31.57,46.57,94.46,42.69,13.54,35.45,32.75,33.44,30.69,29.16,23.72,13.56,22.5,80.41,54.68,69.4,49.2,37.35,68.1,37.81,13.77,4.53,9.28,15.91,73.94,40.55,67.37,16.06,53.69,26.34
2011-03-17,52.14,41.79,45.31,64.2,323.57,58.48,64.02,32.46,22.92,58.08,44.25,53.04,149.8,35.87,38.39,48.24,17.65,31.4,17.95,160.97,33.68,49.6,28.82,82.82,22.85,29.06,146.85,93.53,29.21,47.73,31.67,48.27,97.01,43.85,13.82,35.56,32.78,33.51,30.95,29.07,24.13,13.64,22.83,82.06,55.32,71.17,49.02,38.86,68.3,39.03,13.65,4.66,9.54,15.86,75.66,41.24,67.39,16.01,54.95,26.71
2011-03-18,51.21,42.51,45.13,64.95,319.73,58.63,64.78,32.46,22.94,58.54,44.81,54.57,153.85,35.98,38.15,48.38,17.68,31.54,18.22,161.82,34.44,49.51,29.02,83.09,22.64,29.34,148.48,94.04,29.65,48.33,32.27,48.75,98.84,44.92,13.88,34.81,32.46,33.74,31.22,29.29,23.63,13.86,22.91,81.56,55.47,71.28,49.68,39.42,68.68,38.92,14.04,4.75,9.52,16.03,75.37,42.34,67.01,16.14,55.35,27.16
2011-03-21,52.7,42.65,45.75,66.92,328.07,59.42,66.79,32.87,23.43,59.35,46.3,55.43,154.09,36.66,39.14,48.76,18.11,32.42,18.04,164.52,35.03,50.16,29.42,84.93,22.93,29.89,150.18,96.22,29.7,49.1,32.39,50.04,101.22,45.66,13.89,36.88,33.15,34.14,31.52,29.2,24.46,13.95,23.03,83.75,56.11,71.89,49.62,39.94,69.91,39.35,14.23,4.79,9.64,16.29,77.23,42.23,67.72,16.38,56.4,27.7
2011-03-22,52.48,43.07,45.73,67.54,329.91,59.28,65.31,33.02,23.4,59.2,45.67,54.97,154.65,36.67,36.56,48.83,17.9,32.28,18.01,162.6,33.54,50.47,29.39,84.7,22.83,29.78,150.48,96.26,29.35,48.95,32.08,50.1,100.47,45.07,13.72,36.8,32.59,34.01,31.48,29.33,24.29,13.71,22.77,83.0,55.78,71.96,49.5,38.77,70.22,39.32,14.23,4.88,9.54,16.36,76.97,42.09,67.82,16.43,56.2,27.4
2011-03-23,53.37,43.33,45.76,68.35,327.97,59.52,65.11,32.71,23.62,59.05,45.77,54.97,153.44,36.61,37.14,48.49,17.94,32.15,17.99,165.32,33.71,50.12,29.74,86.04,22.87,29.78,151.94,96.49,29.3,48.76,32.31,50.23,100.44,46.14,13.5,36.4,33.26,34.32,32.02,29.41,24.92,13.68,22.63,82.14,55.76,71.85,49.21,38.25,70.39,39.63,14.59,4.97,9.62,16.13,77.0,42.21,68.43,16.55,56.03,27.63
2011-03-24,54.16,43.87,46.53,68.39,333.55,59.52,67.1,32.72,23.87,59.41,46.09,56.78,153.8,37.55,37.25,49.39,18.17,32.38,18.33,171.1,33.74,51.04,29.94,86.45,23.46,30.29,152.43,96.4,29.45,48.96,32.65,51.14,101.95,45.3,13.33,36.17,33.31,35.01,32.62,29.57,24.89,14.38,22.84,81.19,55.97,71.51,49.15,38.0,70.97,40.6,14.65,4.86,9.65,16.83,77.13,42.33,68.8,16.35,56.26,27.93
2011-03-25,54.53,43.87,46.1,68.94,339.91,59.31,68.13,32.79,23.7,59.28,46.54,57.09,151.94,37.48,36.96,49.16,18.14,32.21,18.38,170.98,34.16,51.12,30.18,86.16,23.74,30.42,154.47,97.68,29.82,49.35,32.54,50.73,102.63,43.44,13.19,36.38,33.0,35.07,32.42,29.55,25.87,14.35,22.84,80.76,55.73,71.13,48.96,36.81,70.65,40.06,14.57,4.85,10.04,16.96,77.95,42.45,69.09,16.27,56.57,28.02
2011-03-28,54.07,44.0,46.01,68.9,338.84,59.65,67.64,32.87,23.5,59.39,46.26,57.0,150.49,37.64,36.63,49.01,18.14,31.65,18.31,169.35,32.02,50.78,30.1,86.02,23.18,30.43,153.69,97.0,29.51,49.19,32.27,50.57,102.92,43.34,13.22,36.21,32.73,34.35,32.28,29.75,25.56,14.21,22.51,80.55,55.53,71.04,49.29,37.08,70.12,39.7,14.31,4.75,10.01,16.58,77.82,42.54,68.86,16.19,56.15,28.04
2011-03-29,53.56,43.93,46.01,69.2,339.35,59.48,68.21,33.16,23.58,59.55,46.72,57.47,152.42,37.6,37.23,49.08,18.24,31.91,18.41,174.62,32.43,50.2,30.42,86.7,23.27,30.47,155.13,98.22,29.49,49.79,32.45,51.08,104.0,43.67,13.2,36.03,32.69,35.33,32.72,29.83,26.31,14.19,22.49,79.71,56.1,71.12,49.41,37.38,70.43,38.73,14.29,4.61,10.06,16.75,77.61,42.59,69.2,16.48,56.39,28.25
2011-03-30,54.84,44.18,45.77,69.37,337.09,60.3,69.69,33.45,23.69,59.89,47.03,58.17,152.99,37.97,37.3,49.17,18.47,32.28,18.37,179.42,32.5,50.22,30.56,86.35,23.44,30.88,155.82,98.8,29.79,50.5,32.3,51.41,104.93,44.18,13.3,35.9,33.29,35.21,32.51,30.03,26.56,14.21,22.5,80.96,56.73,70.59,49.43,38.1,70.18,38.91,14.16,4.54,10.07,16.74,78.77,42.99,69.6,16.38,56.71,28.34
2011-03-31,54.27,43.5,46.16,69.49,336.98,59.71,69.33,33.39,23.48,59.43,47.43,58.15,152.54,37.76,37.43,48.88,18.41,31.83,18.34,180.13,32.27,50.12,30.7,87.31,23.45,30.96,155.31,98.33,29.61,50.14,32.95,51.61,104.76,43.35,13.18,35.0,33.37,34.73,32.34,29.92,25.78,14.26,22.68,80.25,56.39,71.16,49.51,37.51,70.7,38.59,14.04,4.6,10.06,16.68,78.43,42.67,69.86,16.21,57.38,28.41
